source,target,relationship_type,method,confidence,evidence
166170,ENT_DOITUONGAPDUNG_024,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn phòng đại diện nước ngoài). 4. Tổ"
112025,ENT_DOITUONGAPDUNG_019,AP_DUNG_CHO,rule_extraction,0.95,"Điều 1. Phạm vi và đối tượng áp dụng 1. Nghị định này quy định chi tiết và hướng dẫn thi hành một số điều của Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm bao gồm: a) Thành lập và hoạt động của các doanh"
112025,ENT_DOITUONGAPDUNG_004,AP_DUNG_CHO,rule_extraction,0.95,"Điều 1. Phạm vi và đối tượng áp dụng 1. Nghị định này quy định chi tiết và hướng dẫn thi hành một số điều của Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm bao gồm: a) Thành lập và hoạt động của các doanh"
112025,ENT_DOITUONGAPDUNG_003,AP_DUNG_CHO,rule_extraction,0.95,"Điều 1. Phạm vi và đối tượng áp dụng 1. Nghị định này quy định chi tiết và hướng dẫn thi hành một số điều của Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm bao gồm: a) Thành lập và hoạt động của các doanh"
112025,ENT_DOITUONGAPDUNG_015,AP_DUNG_CHO,rule_extraction,0.95,"Điều 1. Phạm vi và đối tượng áp dụng 1. Nghị định này quy định chi tiết và hướng dẫn thi hành một số điều của Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm bao gồm: a) Thành lập và hoạt động của các doanh"
112025,ENT_DOITUONGAPDUNG_010,AP_DUNG_CHO,rule_extraction,0.95,"Điều 1. Phạm vi và đối tượng áp dụng 1. Nghị định này quy định chi tiết và hướng dẫn thi hành một số điều của Luật kinh doanh bảo hiểm và Luật sửa đổi, bổ sung một số điều của Luật kinh doanh bảo hiểm bao gồm: a) Thành lập và hoạt động của các doanh"
38128,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các đơn vị có liên quan thuộc Ngân hàng Nhà nước. 2. Nhà máy in tiền Quốc gia. 3. Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền."
38128,ENT_DOITUONGAPDUNG_018,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các đơn vị có liên quan thuộc Ngân hàng Nhà nước. 2. Nhà máy in tiền Quốc gia. 3. Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền."
38128,ENT_DOITUONGAPDUNG_034,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các đơn vị có liên quan thuộc Ngân hàng Nhà nước. 2. Nhà máy in tiền Quốc gia. 3. Tổ chức, cá nhân khác có liên quan đến công việc thiết kế mẫu tiền, chế tạo bản in, khuôn đúc và in, đúc tiền."
163441,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chứ"
163441,ENT_DOITUONGAPDUNG_001,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chứ"
163441,ENT_DOITUONGAPDUNG_028,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Doanh nghiệp bảo hiểm phi nhân thọ, doanh nghiệp bảo hiểm nhân thọ, doanh nghiệp bảo hiểm sức khỏe (sau đây gọi là doanh nghiệp bảo hiểm), doanh nghiệp tái bảo hiểm, đại lý bảo hiểm, doanh nghiệp môi giới bảo hiểm, tổ chứ"
168220,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Ngân hàng hợp tác xã. 2. Quỹ tín dụng nhân dân. 3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
168220,ENT_DOITUONGAPDUNG_021,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Ngân hàng hợp tác xã. 2. Quỹ tín dụng nhân dân. 3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
168220,ENT_DOITUONGAPDUNG_030,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Ngân hàng hợp tác xã. 2. Quỹ tín dụng nhân dân. 3. Tổ chức, cá nhân có liên quan đến phạm vi điều chỉnh quy định tại Điều 1 Thông tư này."
133858,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Đối tượng áp dụng Nghị định này bao gồm: a) Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; c) Các đơn vị sự nghiệp công lập; d) Các doanh nghiệp; đ) Các tổ"
133858,ENT_DOITUONGAPDUNG_006,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Đối tượng áp dụng Nghị định này bao gồm: a) Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; c) Các đơn vị sự nghiệp công lập; d) Các doanh nghiệp; đ) Các tổ"
133858,ENT_DOITUONGAPDUNG_037,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Đối tượng áp dụng Nghị định này bao gồm: a) Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; c) Các đơn vị sự nghiệp công lập; d) Các doanh nghiệp; đ) Các tổ"
133858,ENT_DOITUONGAPDUNG_013,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Đối tượng áp dụng Nghị định này bao gồm: a) Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; c) Các đơn vị sự nghiệp công lập; d) Các doanh nghiệp; đ) Các tổ"
133858,ENT_DOITUONGAPDUNG_008,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Đối tượng áp dụng Nghị định này bao gồm: a) Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; c) Các đơn vị sự nghiệp công lập; d) Các doanh nghiệp; đ) Các tổ"
133858,ENT_DOITUONGAPDUNG_011,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Đối tượng áp dụng Nghị định này bao gồm: a) Các bộ, cơ quan ngang bộ, cơ quan thuộc Chính phủ; b) Ủy ban nhân dân các tỉnh, thành phố trực thuộc trung ương; c) Các đơn vị sự nghiệp công lập; d) Các doanh nghiệp; đ) Các tổ"
95652,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài. 2. Cá
95652,ENT_DOITUONGAPDUNG_023,AP_DUNG_CHO,rule_extraction,0.95,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài. 2. Cá
95652,ENT_DOITUONGAPDUNG_005,AP_DUNG_CHO,rule_extraction,0.95,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài. 2. Cá
95652,ENT_DOITUONGAPDUNG_007,AP_DUNG_CHO,rule_extraction,0.95,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài. 2. Cá
95652,ENT_DOITUONGAPDUNG_012,AP_DUNG_CHO,rule_extraction,0.95,Điều 2. Đối tượng áp dụng 1. Nhà đầu tư gồm các đối tượng sau: a) Tổ chức kinh tế theo quy định tại Khoản 16 Điều 3 Luật Đầu tư; b) Cá nhân có quốc tịch Việt Nam thuộc đối tượng được tham gia chương trình thưởng cổ phiếu phát hành ở nước ngoài. 2. Cá
30402,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam. 2. Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung"
30402,ENT_DOITUONGAPDUNG_033,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Kiểm toán viên đăng ký hành nghề tại doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam. 2. Doanh nghiệp kiểm toán, chi nhánh doanh nghiệp kiểm toán nước ngoài tại Việt Nam (sau đây gọi chung"
173460,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Công ty tài chính tổng hợp. 2. Công ty tài chính chuyên ngành. 3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
173460,ENT_DOITUONGAPDUNG_014,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Công ty tài chính tổng hợp. 2. Công ty tài chính chuyên ngành. 3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
173460,ENT_DOITUONGAPDUNG_009,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Công ty tài chính tổng hợp. 2. Công ty tài chính chuyên ngành. 3. Các tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu của tổ chức tín dụng phi ngân hàng."
27257,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng; 2. Chi nhánh ngân hàng nước ngoài; 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
27257,ENT_DOITUONGAPDUNG_002,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng; 2. Chi nhánh ngân hàng nước ngoài; 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ và kiểm toán nội bộ của tổ chức tín dụng, chi nhánh ngân hàng nước ngoài."
143217,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,Điều 2. Đối tượng áp dụng 1. Thông tư này áp dụng đối với các doanh nghiệp quy định tại khoản 1 Điều 10 Nghị định số 05/2019/NĐ-CP ngày 22 tháng 01 năm 2019 của Chính phủ về kiếm toán nội bộ. 2. Các doanh nghiệp không thuộc quy định tại khoản 1 Điều
168859,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân. 2. Ngân hàng hợp tác xã. 3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
168859,ENT_DOITUONGAPDUNG_016,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân. 2. Ngân hàng hợp tác xã. 3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
168859,ENT_DOITUONGAPDUNG_031,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân. 2. Ngân hàng hợp tác xã. 3. Tổ chức, cá nhân có liên quan đến quản trị, điều hành, tổ chức và hoạt động của quỹ tín dụng nhân dân."
150974,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Chuẩn mực kiểm toán nội bộ Việt Nam và các nguyên tắc đạo đức nghề nghiệp kiểm toán nội bộ áp dụng đối với các doanh nghiệp, cơ quan nhà nước, đơn vị sự nghiệp công lập quy định tại Điều 8, Điều 9, Điều 10 Nghị định số 05"
173695,ENT_DOITUONGAPDUNG_036,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn"
173695,ENT_DOITUONGAPDUNG_002,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn"
174218,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành. 2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức"
174218,ENT_DOITUONGAPDUNG_017,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành. 2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức"
174218,ENT_DOITUONGAPDUNG_026,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành. 2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức"
174218,ENT_DOITUONGAPDUNG_032,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Các tổ chức tín dụng bao gồm: a) Ngân hàng thương mại; b) Tổ chức tín dụng phi ngân hàng bao gồm công ty tài chính tổng hợp và công ty tài chính chuyên ngành. 2. Tổ chức, cá nhân có liên quan đến việc tổ chức lại tổ chức"
186888,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân. 2. Tổ chức tài chính vi mô. 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
186888,ENT_DOITUONGAPDUNG_025,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân. 2. Tổ chức tài chính vi mô. 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
186888,ENT_DOITUONGAPDUNG_029,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ chức tín dụng là hợp tác xã bao gồm ngân hàng hợp tác xã, quỹ tín dụng nhân dân. 2. Tổ chức tài chính vi mô. 3. Tổ chức, cá nhân có liên quan đến hệ thống kiểm soát nội bộ của tổ chức tín dụng."
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_DOITUONGAPDUNG_036,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn"
6e689cd0-6f81-11f1-94d6-fd5d6d5ff793,ENT_DOITUONGAPDUNG_002,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng Thông tư này áp dụng đối với: 1. Ngân hàng thương mại. 2. Chi nhánh ngân hàng nước ngoài. 3. Văn phòng đại diện tại Việt Nam của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng (sau đây gọi là văn"
117310,ENT_DOITUONGAPDUNG_020,AP_DUNG_CHO,rule_extraction,0.95,"Điều 1. Phạm vi điều chỉnh và đối tượng áp dụng 1. Thông tư này quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài tại Việt Nam. 2. Đối tượng áp dụng gồm: a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ"
117310,ENT_DOITUONGAPDUNG_002,AP_DUNG_CHO,rule_extraction,0.95,"Điều 1. Phạm vi điều chỉnh và đối tượng áp dụng 1. Thông tư này quy định tỷ lệ an toàn vốn đối với ngân hàng, chi nhánh ngân hàng nước ngoài tại Việt Nam. 2. Đối tượng áp dụng gồm: a) Ngân hàng: Ngân hàng thương mại nhà nước, ngân hàng thương mại cổ"
166269,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã. 2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã. 3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạ"
166269,ENT_DOITUONGAPDUNG_022,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã. 2. Thành viên của tổ hợp tác, hợp tác xã, liên hiệp hợp tác xã. 3. Cơ quan, tổ chức, cá nhân có liên quan đến thành lập, tổ chức quản lý, tổ chức lại, giải thể, phá sản và hoạ"
177271,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Quỹ tín dụng nhân dân. 2. Tổ chức, cá nhân có liên quan đến việc cấp Giấy phép lần đầu, cấp đổi Giấy phép của quỹ tín dụng nhân dân, cấp bản sao Giấy phép từ sổ gốc."
44209,ENT_DOITUONGAPDUNG_035,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước). 2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài. 3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước,"
44209,ENT_DOITUONGAPDUNG_027,AP_DUNG_CHO,rule_extraction,0.95,"Điều 2. Đối tượng áp dụng 1. Ngân hàng Nhà nước Việt Nam (sau đây gọi tắt là Ngân hàng Nhà nước). 2. Tổ chức tín dụng, chi nhánh ngân hàng nước ngoài. 3. Khách hàng trong quan hệ giao dịch tiền mặt, tài sản quý, giấy tờ có giá với Ngân hàng Nhà nước,"
